"state","surveyResult","landmarks__name","landmarks__image_url","landmarks__url","landmarks__rating","landmarks__location__address1","landmarks__location__address2","landmarks__location__address3","landmarks__location__city","landmarks__location__zip_code","landmarks__location__country","landmarks__location__state","landmarks__location__display_address__001","landmarks__location__display_address__002","landmarks__location__display_address__003"
"","","City of San Diego","https://s3-media2.fl.yelpcdn.com/bphoto/yG56BjpWNsUbIC-yf24zjg/o.jpg","https://www.yelp.com/biz/surveyResult-of-san-diego-san-diego-31?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","4.0","202 C St","","","San Diego","92101","US","CA","202 C St","San Diego, CA 92101",""
"","","The San Diego - Coronado Bridge","https://s3-media1.fl.yelpcdn.com/bphoto/M43doeJzxFjHNWogODdbnA/o.jpg","https://www.yelp.com/biz/the-san-diego-coronado-bridge-san-diego-2?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","4.5","","","","San Diego","92101","US","CA","San Diego, CA 92101","",""
"Florida","St. Petersburg","Sunshine Skyway Bridge","https://s3-media1.fl.yelpcdn.com/bphoto/up55k0NyyUGDg7Jed2tyrw/o.jpg","https://www.yelp.com/biz/sunshine-skyway-bridge-st-petersburg?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","4.5","I-275","","null","St. Petersburg","33711","US","FL","I-275","St. Petersburg, FL 33711",""
"","","Howard Frankland Bridge","https://s3-media3.fl.yelpcdn.com/bphoto/FDlyHl9axDR1DHpe5huZ9w/o.jpg","https://www.yelp.com/biz/howard-frankland-bridge-tampa-2?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","4.0","Interstate 275","","","Tampa","33607","US","FL","Interstate 275","Tampa, FL 33607",""
"","","Heritage Village & Historical Museum","https://s3-media2.fl.yelpcdn.com/bphoto/SRQpvMsZ-pQPqA6klgURug/o.jpg","https://www.yelp.com/biz/heritage-village-and-historical-museum-largo?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","5.0","11909 125th St N","","","Largo","33774","US","FL","11909 125th St N","Largo, FL 33774",""
"","","Courtney Campbell Causeway","https://s3-media3.fl.yelpcdn.com/bphoto/kXda2XYk45Ll4RcZ3VeWOQ/o.jpg","https://www.yelp.com/biz/courtney-campbell-causeway-tampa?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","4.5","7700 W Courtney Campbell Cswy","","","Tampa","33607","US","FL","7700 W Courtney Campbell Cswy","Tampa, FL 33607",""
"","","Gandy Bridge","https://s3-media2.fl.yelpcdn.com/bphoto/o5r2EGtI30Bk8gXo9CfSmg/o.jpg","https://www.yelp.com/biz/gandy-bridge-tampa-bay?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","4.5","","","","Tampa Bay","","US","FL","Tampa Bay, FL","",""
"Indiana","Fort Wayne","Dr. Martin Luther King Jr Memorial Bridge","https://s3-media4.fl.yelpcdn.com/bphoto/352qooTclLdj7mU31D794w/o.jpg","https://www.yelp.com/biz/dr-martin-luther-king-jr-memorial-bridge-fort-wayne-2?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","5.0","","","","Fort Wayne","46808","US","IN","Fort Wayne, IN 46808","",""
"","","Goll Woods Preserve","","https://www.yelp.com/biz/goll-woods-preserve-archbold?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","5.0","26093 County Rd","","","Archbold","43502","US","OH","26093 County Rd","Archbold, OH 43502",""
"","","Muensterberg Plaza & Clock Tower","https://s3-media1.fl.yelpcdn.com/bphoto/2hAn13suT7WElOPatnOFxg/o.jpg","https://www.yelp.com/biz/muensterberg-plaza-and-clock-tower-berne?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","5.0","523 W Water St","","","Berne","46711","US","IN","523 W Water St","Berne, IN 46711",""
"","","Historic Forks of the Wabash","https://s3-media1.fl.yelpcdn.com/bphoto/iUO7GRdrvr3LDF4kZoxkGw/o.jpg","https://www.yelp.com/biz/historic-forks-of-the-wabash-huntington?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","3.0","3011 W Park Dr","","","Huntington","46750","US","IN","3011 W Park Dr","Huntington, IN 46750",""
"","","Ford James Dr Historic Home","","https://www.yelp.com/biz/ford-james-dr-historic-home-wabash?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","4.0","177 W Hill St","null","null","Wabash","46992","US","IN","177 W Hill St","Wabash, IN 46992",""
"New Jersey","Jersey City","Frying Pan","https://s3-media3.fl.yelpcdn.com/bphoto/P5CQww6wy8tTLiXdXJsZ7g/o.jpg","https://www.yelp.com/biz/frying-pan-new-york?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","4.0","Pier 66 Maritime","","","New York","10001","US","NY","Pier 66 Maritime","New York, NY 10001",""
"","","Statue of Liberty","https://s3-media3.fl.yelpcdn.com/bphoto/BJAksMRakrz1DaN668FPvw/o.jpg","https://www.yelp.com/biz/statue-of-liberty-new-york-3?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","4.5","1 Liberty Island","null","","New York","10004","US","NY","1 Liberty Island","New York, NY 10004",""
"","","One World Trade Center","https://s3-media3.fl.yelpcdn.com/bphoto/kJVpZ5Zn8MDldCCHpW1SrA/o.jpg","https://www.yelp.com/biz/one-world-trade-center-new-york-4?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","4.5","285 Fulton St","","","New York","10007","US","NY","285 Fulton St","New York, NY 10007",""
"","","Ellis Island Immigration Museum","https://s3-media1.fl.yelpcdn.com/bphoto/ULj6aldT1NTnA-s0fwqPAg/o.jpg","https://www.yelp.com/biz/ellis-island-immigration-museum-new-york?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","4.5","Ellis Island","null","","New York","10004","US","NY","Ellis Island","New York, NY 10004",""
"","","Governors Island National Monument","https://s3-media3.fl.yelpcdn.com/bphoto/nFOGI1zl3XP2F8R-Gsa1_A/o.jpg","https://www.yelp.com/biz/governors-island-national-monument-new-york?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","4.5","10 S St","","Slip 7","New York","10004","US","NY","10 S St","Slip 7","New York, NY 10004"
"Texas","Laredo","Puente International Bridge No 2","https://s3-media1.fl.yelpcdn.com/bphoto/RI4wq62Z6igcC8NPHxHq9A/o.jpg","https://www.yelp.com/biz/puente-international-bridge-no-2-laredo?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","2.5","Two International Blvd","","","Laredo","78045","US","TX","Two International Blvd","Laredo, TX 78045",""
"","","Plaza Simon Bolivar","https://s3-media2.fl.yelpcdn.com/bphoto/o5bjr2xsXUWAdUII6m1gpw/o.jpg","https://www.yelp.com/biz/plaza-simon-bolivar-nuevo-laredo?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","5.0","Donato Guerra 1721","","","Nuevo Laredo","88209","MX","TAM","Donato Guerra 1721","88209 Nuevo Laredo, Tamaulipas","Mexico"
"Wisconsin","Madison","Wisconsin State Capitol","https://s3-media4.fl.yelpcdn.com/bphoto/omtsa6FlUAT7mhD51CWUJQ/o.jpg","https://www.yelp.com/biz/wisconsin-state-capitol-madison-2?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","4.5","2 E Main St","","","Madison","53702","US","WI","2 E Main St","Madison, WI 53702",""
"","","City of Madison","https://s3-media3.fl.yelpcdn.com/bphoto/FSgwbymsURUFXbo7iXLGOQ/o.jpg","https://www.yelp.com/biz/surveyResult-of-madison-madison-5?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","4.5","null","null","","Madison","53703","US","WI","Madison, WI 53703","",""
"","","State Street","https://s3-media1.fl.yelpcdn.com/bphoto/KgqtOkQu2ciOAfPCjUXCJw/o.jpg","https://www.yelp.com/biz/state-street-madison?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","4.0","604 State St","null","null","Madison","53713","US","WI","604 State St","Madison, WI 53713",""
"","","Wisconsin Historical Society","https://s3-media3.fl.yelpcdn.com/bphoto/iiho80ELDTxVPrCa50ODoQ/o.jpg","https://www.yelp.com/biz/wisconsin-historical-society-madison?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","5.0","816 State St","","","Madison","53706","US","WI","816 State St","Madison, WI 53706",""
"","","Masonic Center","https://s3-media2.fl.yelpcdn.com/bphoto/_i7fASUCJvRC_QA3MMVyEg/o.jpg","https://www.yelp.com/biz/masonic-center-madison?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","5.0","301 Wisconsin Ave","","","Madison","53703","US","WI","301 Wisconsin Ave","Madison, WI 53703",""
"Arizona","Scottsdale","Goldfield Ghost Town","https://s3-media4.fl.yelpcdn.com/bphoto/xdtq9X5hkVjS2JhgWwA5OA/o.jpg","https://www.yelp.com/biz/goldfield-ghost-town-apache-junction?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","4.0","4650 N Mammoth Mine Rd","","null","Apache Junction","85119","US","AZ","4650 N Mammoth Mine Rd","Apache Junction, AZ 85119",""
"","","Mystery Castle","https://s3-media2.fl.yelpcdn.com/bphoto/ZcVEMmHhxBeoVq6yEuMnBw/o.jpg","https://www.yelp.com/biz/mystery-castle-phoenix?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","4.0","800 E Mineral Rd","","","Phoenix","85042","US","AZ","800 E Mineral Rd","Phoenix, AZ 85042",""
"","","Hall of Flame Fire Museum","https://s3-media3.fl.yelpcdn.com/bphoto/Uox8gjfmICrvs9Oo5-l7zg/o.jpg","https://www.yelp.com/biz/hall-of-flame-fire-museum-phoenix?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","4.5","6101 E Van Buren St","","","Phoenix","85008","US","AZ","6101 E Van Buren St","Phoenix, AZ 85008",""
"","","Casa Grande Ruins National Monument","https://s3-media4.fl.yelpcdn.com/bphoto/sJNEhXJU3aop4kWgBAO79Q/o.jpg","https://www.yelp.com/biz/casa-grande-ruins-national-monument-coolidge-2?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","4.0","1100 W Ruins Dr","","","Coolidge","85228","US","AZ","1100 W Ruins Dr","Coolidge, AZ 85228",""
"","","Pioneer Living History Museum","https://s3-media3.fl.yelpcdn.com/bphoto/JDrFu2CbtNXe9qKT4zTtkA/o.jpg","https://www.yelp.com/biz/pioneer-living-history-museum-phoenix?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","3.5","3901 W Pioneer Rd","","","Phoenix","85086","US","AZ","3901 W Pioneer Rd","Phoenix, AZ 85086",""
"Texas","Lubbock","Prairie Dog Town","https://s3-media2.fl.yelpcdn.com/bphoto/dcQJrz0_mjmc7r-Bm9yUZw/o.jpg","https://www.yelp.com/biz/prairie-dog-town-lubbock?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","4.5","MacKenzie Park","","4th St","Lubbock","","US","TX","MacKenzie Park","4th St","Lubbock, TX"
"","","Lubbock Lake Landmark","https://s3-media2.fl.yelpcdn.com/bphoto/4PCwsYl-rcjbFIccBLoCWg/o.jpg","https://www.yelp.com/biz/lubbock-lake-landmark-lubbock?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","3.0","2401 Landmark Dr","","","Lubbock","79415","US","TX","2401 Landmark Dr","Lubbock, TX 79415",""
"","","Buddy Statue & Walk Of Fame","https://s3-media1.fl.yelpcdn.com/bphoto/qOlGwPV9pgi-n2clw8KPQw/o.jpg","https://www.yelp.com/biz/buddy-statue-and-walk-of-fame-lubbock?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","3.5","","","","Lubbock","79453","US","TX","Lubbock, TX 79453","",""
"","","Texas Tech Seal","https://s3-media4.fl.yelpcdn.com/bphoto/bhk_WGUPrVc3X9Gw61H2bQ/o.jpg","https://www.yelp.com/biz/texas-tech-seal-lubbock?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","4.0","Texas Tech University","","2500 Broadway","Lubbock","79409","US","TX","Texas Tech University","2500 Broadway","Lubbock, TX 79409"
"","","Alan B Henry Lake Dam","https://s3-media1.fl.yelpcdn.com/bphoto/B0o1uF6urs8JwZIgsHWxjA/o.jpg","https://www.yelp.com/biz/alan-b-henry-lake-dam-post?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","4.0","900 Pine St","null","null","Post","79356","US","TX","900 Pine St","Post, TX 79356",""
"Arizona","Chandler","Mystery Castle","https://s3-media2.fl.yelpcdn.com/bphoto/ZcVEMmHhxBeoVq6yEuMnBw/o.jpg","https://www.yelp.com/biz/mystery-castle-phoenix?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","4.0","800 E Mineral Rd","","","Phoenix","85042","US","AZ","800 E Mineral Rd","Phoenix, AZ 85042",""
"","","Hall of Flame Fire Museum","https://s3-media3.fl.yelpcdn.com/bphoto/Uox8gjfmICrvs9Oo5-l7zg/o.jpg","https://www.yelp.com/biz/hall-of-flame-fire-museum-phoenix?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","4.5","6101 E Van Buren St","","","Phoenix","85008","US","AZ","6101 E Van Buren St","Phoenix, AZ 85008",""
"","","Historic Heritage Square","https://s3-media2.fl.yelpcdn.com/bphoto/9ANRtayMHTTTYgpPQ9oNuA/o.jpg","https://www.yelp.com/biz/historic-heritage-square-phoenix?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","4.0","115 N 6th St","","","Phoenix","85004","US","AZ","115 N 6th St","Phoenix, AZ 85004",""
"","","Arizona","https://s3-media2.fl.yelpcdn.com/bphoto/SWO9q8k760c3xdkeuazbng/o.jpg","https://www.yelp.com/biz/arizona-tempe?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","4.0","4740 E Univ Dr","","","Tempe","85281","US","AZ","4740 E Univ Dr","Tempe, AZ 85281",""
"","","Downtown Chandler","https://s3-media4.fl.yelpcdn.com/bphoto/0d_3d4-2se8ADiCDLObaWw/o.jpg","https://www.yelp.com/biz/downtown-chandler-chandler?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","4.0","3 S San Marcos Pl","","","Chandler","85225","US","AZ","3 S San Marcos Pl","Chandler, AZ 85225",""
"Nevada","Reno","California Zephyr - Amtrak","https://s3-media1.fl.yelpcdn.com/bphoto/cKhexQs4P84OAmB_POCVGA/o.jpg","https://www.yelp.com/biz/california-zephyr-amtrak-reno?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","3.0","135 East Commercial Row","","","Reno","89501","US","NV","135 East Commercial Row","Reno, NV 89501",""
"","","New Reno Arch","https://s3-media2.fl.yelpcdn.com/bphoto/3VdIqSKtD_TAdQzZi-q7pw/o.jpg","https://www.yelp.com/biz/new-reno-arch-reno?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","4.0","155 N Virginia St","","","Reno","89501","US","NV","155 N Virginia St","Reno, NV 89501",""
"","","Mackay Mansion","https://s3-media3.fl.yelpcdn.com/bphoto/nMKkG80gKecooPMKgd9ncA/o.jpg","https://www.yelp.com/biz/mackay-mansion-virginia-surveyResult?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","5.0","291S D St","","","Virginia City","89440","US","NV","291S D St","Virginia City, NV 89440",""
"","","Virginia Street Bridge","https://s3-media4.fl.yelpcdn.com/bphoto/S-dQieZNs91wpvwdfNQGxg/o.jpg","https://www.yelp.com/biz/virginia-street-bridge-reno?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","5.0","1 Virginia St","","","Reno","89501","US","NV","1 Virginia St","Reno, NV 89501",""
"","","Comstock Firemen's Museum","https://s3-media4.fl.yelpcdn.com/bphoto/FevFPANQbW5Tg8_zEpq3Cg/o.jpg","https://www.yelp.com/biz/comstock-firemens-museum-virginia-surveyResult?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","5.0","125 C St","","","Virginia City","89440","US","NV","125 C St","Virginia City, NV 89440",""
"New York","Buffalo","Niagara Falls","https://s3-media2.fl.yelpcdn.com/bphoto/xP7N07eFP5S47__lzt1Y5g/o.jpg","https://www.yelp.com/biz/niagara-falls-niagara-falls-2?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","4.5","332 Prospect St","","","Niagara Falls","14303","US","NY","332 Prospect St","Niagara Falls, NY 14303",""
"","","Niagara Falls","https://s3-media2.fl.yelpcdn.com/bphoto/FGQ8cArwpEFVFkWOoT9dag/o.jpg","https://www.yelp.com/biz/niagara-falls-niagara-falls-3?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","4.5","1 Niagara River Parkway","","","Niagara Falls","L2E 3G4","CA","ON","1 Niagara River Parkway","Niagara Falls, ON L2E 3G4","Canada"
"","","Cave Of The Winds","https://s3-media4.fl.yelpcdn.com/bphoto/JijZYoisn4bWIqgrn8hM6w/o.jpg","https://www.yelp.com/biz/cave-of-the-winds-niagara-falls?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","4.5","333 Prospect St","","","Niagara Falls","14303","US","NY","333 Prospect St","Niagara Falls, NY 14303",""
"","","Rainbow Bridge","https://s3-media1.fl.yelpcdn.com/bphoto/cEBH0OqlQz6JPxhjh9x2Mw/o.jpg","https://www.yelp.com/biz/rainbow-bridge-niagara-falls?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","4.0","Rainbow Brg","","","Niagara Falls","14303","US","NY","Rainbow Brg","Niagara Falls, NY 14303",""
"","","Frank Lloyd Wright's Martin House","https://s3-media4.fl.yelpcdn.com/bphoto/zcGS6nQCkme0Hutc3CW7qw/o.jpg","https://www.yelp.com/biz/frank-lloyd-wrights-martin-house-buffalo-2?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","4.5","125 Jewett Pkwy","","","Buffalo","14214","US","NY","125 Jewett Pkwy","Buffalo, NY 14214",""
"Arizona","Glendale","Mystery Castle","https://s3-media2.fl.yelpcdn.com/bphoto/ZcVEMmHhxBeoVq6yEuMnBw/o.jpg","https://www.yelp.com/biz/mystery-castle-phoenix?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","4.0","800 E Mineral Rd","","","Phoenix","85042","US","AZ","800 E Mineral Rd","Phoenix, AZ 85042",""
"","","Hall of Flame Fire Museum","https://s3-media3.fl.yelpcdn.com/bphoto/Uox8gjfmICrvs9Oo5-l7zg/o.jpg","https://www.yelp.com/biz/hall-of-flame-fire-museum-phoenix?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","4.5","6101 E Van Buren St","","","Phoenix","85008","US","AZ","6101 E Van Buren St","Phoenix, AZ 85008",""
"","","Pioneer Living History Museum","https://s3-media3.fl.yelpcdn.com/bphoto/JDrFu2CbtNXe9qKT4zTtkA/o.jpg","https://www.yelp.com/biz/pioneer-living-history-museum-phoenix?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","3.5","3901 W Pioneer Rd","","","Phoenix","85086","US","AZ","3901 W Pioneer Rd","Phoenix, AZ 85086",""
"","","Historic Heritage Square","https://s3-media2.fl.yelpcdn.com/bphoto/9ANRtayMHTTTYgpPQ9oNuA/o.jpg","https://www.yelp.com/biz/historic-heritage-square-phoenix?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","4.0","115 N 6th St","","","Phoenix","85004","US","AZ","115 N 6th St","Phoenix, AZ 85004",""
"","","Margaret T Hance Park","https://s3-media1.fl.yelpcdn.com/bphoto/luZJnF4GpWZvagV22PvoLg/o.jpg","https://www.yelp.com/biz/margaret-t-hance-park-phoenix?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","3.5","1134 N Central Ave","","","Phoenix","85004","US","AZ","1134 N Central Ave","Phoenix, AZ 85004",""
"Nevada","North Las Vegas","Fountains of Bellagio","https://s3-media1.fl.yelpcdn.com/bphoto/kbtUAbN8z1liK7G-irurEw/o.jpg","https://www.yelp.com/biz/fountains-of-bellagio-las-vegas?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","4.5","3600 S Las Vegas Blvd","","","Las Vegas","89109","US","NV","3600 S Las Vegas Blvd","Las Vegas, NV 89109",""
"","","Welcome To Las Vegas Sign","https://s3-media2.fl.yelpcdn.com/bphoto/BlbC1XfUzDLAjrCqZN1bPw/o.jpg","https://www.yelp.com/biz/welcome-to-las-vegas-sign-las-vegas?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","4.5","5100 Las Vegas Blvd","","","Las Vegas","89119","US","NV","5100 Las Vegas Blvd","Las Vegas, NV 89119",""
"","","Lake Las Vegas Marina","https://s3-media2.fl.yelpcdn.com/bphoto/IcVOWRFT3uVNg-cdQhW2JQ/o.jpg","https://www.yelp.com/biz/lake-las-vegas-marina-henderson?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","3.5","10 Costa Di Lago","","","Henderson","89011","US","NV","10 Costa Di Lago","Henderson, NV 89011",""
"","","Caesar's Palace Sports Book","https://s3-media4.fl.yelpcdn.com/bphoto/61p9fJssh9S1yaLEKnMx5w/o.jpg","https://www.yelp.com/biz/caesars-palace-sports-book-las-vegas?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","3.5","3750 Las Vegas Blvd","","","Las Vegas","89115","US","NV","3750 Las Vegas Blvd","Las Vegas, NV 89115",""
